,gender,age,field_of_work_agg,race,hometown_agg,partner_attractiveness,partner_sincerity,partner_intelligence,partner_humor,partner_ambition,partner_shared_interests,liking,reciprocity_estimate,acquaintance,partner_age,partner_field_of_work_agg,partner_race,partner_hometown_agg,decision
3560,1,25.0,Sciences,Caucasian,Eastern US,6.0,8.0,7.0,5.0,5.0,5.0,6.0,4.0,0,33.0,Education and social work,Caucasian,Eastern US,0
3561,1,25.0,Sciences,Caucasian,Eastern US,8.0,7.0,7.0,7.0,7.0,5.0,7.0,6.0,0,28.0,Sciences,Caucasian,Multi,1
3562,1,25.0,Sciences,Caucasian,Eastern US,7.0,8.0,7.0,6.0,6.0,4.0,6.0,5.0,0,29.0,Education and social work,Asian,Asia,0
3563,1,25.0,Sciences,Caucasian,Eastern US,8.0,8.0,7.0,6.0,7.0,3.0,6.0,5.0,0,22.0,Multi,Asian,Asia,0
3564,1,25.0,Sciences,Caucasian,Eastern US,8.0,8.0,8.0,8.0,8.0,5.0,8.0,7.0,0,27.0,Education and social work,Asian,Mid US,1
3565,1,29.0,"Business, law, politics and intl. affairs",Asian,Eastern US,4.0,5.0,5.0,5.0,7.0,8.0,6.0,6.0,0,30.0,Education and social work,Caucasian,Western US,0
3566,1,29.0,"Business, law, politics and intl. affairs",Asian,Eastern US,5.0,5.0,7.0,5.0,8.0,6.0,7.0,7.0,0,28.0,Education and social work,Caucasian,Eastern US,0
3567,1,29.0,"Business, law, politics and intl. affairs",Asian,Eastern US,7.0,8.0,5.0,6.0,5.0,8.0,7.0,6.0,0,21.0,Education and social work,Caucasian,Mid US,1
3568,1,29.0,"Business, law, politics and intl. affairs",Asian,Eastern US,5.0,6.0,6.0,7.0,5.0,6.0,7.0,4.0,0,22.0,Arts and humanities,Caucasian,Eastern US,0
3569,1,29.0,"Business, law, politics and intl. affairs",Asian,Eastern US,5.0,5.0,6.0,4.0,7.0,5.0,6.0,10.0,0,24.0,Education and social work,Asian,Eastern US,0
3570,1,29.0,"Business, law, politics and intl. affairs",Asian,Eastern US,4.0,2.0,5.0,4.0,5.0,7.0,5.0,4.0,0,35.0,Multi,Caucasian,Eastern US,0
3571,1,29.0,"Business, law, politics and intl. affairs",Asian,Eastern US,4.0,0.0,2.0,0.0,3.0,8.0,3.0,0.0,0,21.0,Sciences,Caucasian,Eastern US,0
3572,1,29.0,"Business, law, politics and intl. affairs",Asian,Eastern US,8.0,7.0,7.0,8.0,5.0,8.0,8.0,7.0,0,33.0,Education and social work,Caucasian,Eastern US,1
3573,1,29.0,"Business, law, politics and intl. affairs",Asian,Eastern US,7.0,7.0,4.0,5.0,5.0,5.0,6.0,9.0,0,28.0,Sciences,Caucasian,Multi,1
3574,1,29.0,"Business, law, politics and intl. affairs",Asian,Eastern US,5.0,7.0,6.0,5.0,6.0,7.0,6.0,10.0,0,29.0,Education and social work,Asian,Asia,0
3575,1,29.0,"Business, law, politics and intl. affairs",Asian,Eastern US,6.0,5.0,5.0,2.0,8.0,7.0,7.0,8.0,0,22.0,Multi,Asian,Asia,0
3576,1,29.0,"Business, law, politics and intl. affairs",Asian,Eastern US,5.0,8.0,6.0,7.0,5.0,6.0,7.0,8.0,0,27.0,Education and social work,Asian,Mid US,0
3577,1,23.0,Arts and humanities,Caucasian,Eastern US,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,0,30.0,Education and social work,Asian,Eastern US,1
3578,1,23.0,Arts and humanities,Caucasian,Eastern US,5.0,6.0,6.0,3.0,4.0,2.0,3.0,5.0,0,30.0,Education and social work,Caucasian,Western US,0
3579,1,23.0,Arts and humanities,Caucasian,Eastern US,3.0,6.0,7.0,4.0,8.0,2.0,4.0,5.0,0,28.0,Education and social work,Caucasian,Eastern US,0
3580,1,23.0,Arts and humanities,Caucasian,Eastern US,7.0,5.0,5.0,6.0,3.0,2.0,5.0,6.0,0,21.0,Education and social work,Caucasian,Mid US,0
3581,1,23.0,Arts and humanities,Caucasian,Eastern US,5.0,7.0,7.0,5.0,5.0,4.0,5.0,6.0,0,22.0,Arts and humanities,Caucasian,Eastern US,0
3582,1,23.0,Arts and humanities,Caucasian,Eastern US,5.0,7.0,8.0,7.0,6.0,3.0,5.0,7.0,0,24.0,Education and social work,Asian,Eastern US,0
3583,1,23.0,Arts and humanities,Caucasian,Eastern US,4.0,6.0,6.0,4.0,4.0,2.0,3.0,5.0,0,35.0,Multi,Caucasian,Eastern US,0
3584,1,23.0,Arts and humanities,Caucasian,Eastern US,6.0,6.0,8.0,5.0,8.0,3.0,4.0,3.0,0,34.0,Education and social work,Caucasian,Western US,0
3585,1,23.0,Arts and humanities,Caucasian,Eastern US,6.0,4.0,4.0,8.0,4.0,8.0,6.0,10.0,0,21.0,Sciences,Caucasian,Eastern US,0
3586,1,23.0,Arts and humanities,Caucasian,Eastern US,9.0,8.0,8.0,6.0,7.0,9.0,9.0,6.0,0,33.0,Education and social work,Caucasian,Eastern US,1
3587,1,23.0,Arts and humanities,Caucasian,Eastern US,6.0,6.0,6.0,6.0,4.0,3.0,6.0,6.0,0,28.0,Sciences,Caucasian,Multi,0
3588,1,23.0,Arts and humanities,Caucasian,Eastern US,5.0,7.0,8.0,4.0,8.0,5.0,5.0,5.0,0,29.0,Education and social work,Asian,Asia,0
3589,1,23.0,Arts and humanities,Caucasian,Eastern US,7.0,6.0,6.0,5.0,5.0,2.0,5.0,6.0,0,22.0,Multi,Asian,Asia,0
3590,1,23.0,Arts and humanities,Caucasian,Eastern US,7.0,8.0,8.0,6.0,7.0,6.0,7.0,7.0,0,27.0,Education and social work,Asian,Mid US,1
3591,1,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,6.0,5.0,6.0,7.0,8.0,8.0,6.0,7.0,0,30.0,Education and social work,Asian,Eastern US,0
3592,1,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,3.0,6.0,9.0,4.0,8.0,4.0,4.0,6.0,0,28.0,Education and social work,Caucasian,Eastern US,0
3593,1,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,6.0,7.0,6.0,7.0,7.0,6.0,7.0,8.0,0,21.0,Education and social work,Caucasian,Mid US,1
3594,1,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,4.0,6.0,7.0,5.0,7.0,5.0,7.0,7.0,0,22.0,Arts and humanities,Caucasian,Eastern US,0
3595,1,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,4.0,7.0,7.0,5.0,5.0,4.0,5.0,4.0,0,24.0,Education and social work,Asian,Eastern US,0
3596,1,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,5.0,8.0,9.0,8.0,8.0,5.0,8.0,8.0,0,34.0,Education and social work,Caucasian,Western US,0
3597,1,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,3.0,6.0,4.0,8.0,6.0,5.0,4.0,7.0,0,21.0,Sciences,Caucasian,Eastern US,0
3598,1,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,7.0,7.0,9.0,8.0,9.0,6.0,9.0,6.0,0,33.0,Education and social work,Caucasian,Eastern US,1
3599,1,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,6.0,8.0,7.0,8.0,6.0,6.0,7.0,7.0,0,28.0,Sciences,Caucasian,Multi,0
3600,1,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,6.0,7.0,7.0,5.0,6.0,4.0,5.0,5.0,0,29.0,Education and social work,Asian,Asia,0
3601,1,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,4.0,8.0,6.0,6.0,6.0,4.0,4.0,5.0,0,22.0,Multi,Asian,Asia,0
3602,1,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,5.0,7.0,9.0,8.0,8.0,8.0,8.0,7.0,0,27.0,Education and social work,Asian,Mid US,0
3603,1,32.0,"Business, law, politics and intl. affairs",Other,Asia,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,0,30.0,Education and social work,Asian,Eastern US,1
3604,1,32.0,"Business, law, politics and intl. affairs",Other,Asia,4.0,6.0,5.0,5.0,5.0,4.0,5.0,6.0,0,30.0,Education and social work,Caucasian,Western US,0
3605,1,32.0,"Business, law, politics and intl. affairs",Other,Asia,4.0,6.0,6.0,5.0,8.0,5.0,5.0,6.0,0,28.0,Education and social work,Caucasian,Eastern US,0
3606,1,32.0,"Business, law, politics and intl. affairs",Other,Asia,5.0,5.0,6.0,6.0,6.0,5.0,7.0,5.0,0,21.0,Education and social work,Caucasian,Mid US,1
3607,1,32.0,"Business, law, politics and intl. affairs",Other,Asia,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,0,22.0,Arts and humanities,Caucasian,Eastern US,0
3608,1,32.0,"Business, law, politics and intl. affairs",Other,Asia,6.0,6.0,5.0,5.0,6.0,4.0,5.0,5.0,0,24.0,Education and social work,Asian,Eastern US,0
3609,1,32.0,"Business, law, politics and intl. affairs",Other,Asia,5.0,7.0,7.0,4.0,5.0,4.0,4.0,4.0,0,35.0,Multi,Caucasian,Eastern US,0
3610,1,32.0,"Business, law, politics and intl. affairs",Other,Asia,7.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,0,34.0,Education and social work,Caucasian,Western US,1
3611,1,32.0,"Business, law, politics and intl. affairs",Other,Asia,7.0,5.0,6.0,7.0,6.0,6.0,6.0,5.0,0,21.0,Sciences,Caucasian,Eastern US,0
3612,1,32.0,"Business, law, politics and intl. affairs",Other,Asia,6.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,0,33.0,Education and social work,Caucasian,Eastern US,1
3613,1,32.0,"Business, law, politics and intl. affairs",Other,Asia,5.0,7.0,5.0,6.0,7.0,5.0,6.0,5.0,0,28.0,Sciences,Caucasian,Multi,0
3614,1,32.0,"Business, law, politics and intl. affairs",Other,Asia,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,0,29.0,Education and social work,Asian,Asia,0
3615,1,32.0,"Business, law, politics and intl. affairs",Other,Asia,9.0,8.0,7.0,8.0,5.0,6.0,8.0,7.0,0,22.0,Multi,Asian,Asia,1
3616,1,32.0,"Business, law, politics and intl. affairs",Other,Asia,7.0,8.0,7.0,7.0,5.0,6.0,7.0,6.0,0,27.0,Education and social work,Asian,Mid US,1
3617,1,25.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,7.0,8.0,9.0,8.0,7.0,6.0,7.0,6.0,0,30.0,Education and social work,Asian,Eastern US,1
3618,1,25.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,5.0,6.0,6.0,6.0,5.0,3.0,4.0,3.0,0,30.0,Education and social work,Caucasian,Western US,0
3619,1,25.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,6.0,8.0,8.0,8.0,7.0,5.0,6.0,6.0,0,28.0,Education and social work,Caucasian,Eastern US,1
3620,1,25.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,7.0,6.0,6.0,7.0,7.0,5.0,6.0,5.0,0,21.0,Education and social work,Caucasian,Mid US,1
3621,1,25.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,5.0,6.0,5.0,4.0,4.0,3.0,3.0,3.0,0,22.0,Arts and humanities,Caucasian,Eastern US,0
3622,1,25.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,5.0,8.0,7.0,8.0,5.0,5.0,7.0,7.0,0,24.0,Education and social work,Asian,Eastern US,1
3623,1,25.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,6.0,8.0,8.0,7.0,7.0,8.0,6.0,7.0,0,35.0,Multi,Caucasian,Eastern US,1
3624,1,25.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,5.0,6.0,8.0,4.0,5.0,3.0,3.0,2.0,0,34.0,Education and social work,Caucasian,Western US,0
3625,1,25.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,4.0,5.0,6.0,8.0,7.0,6.0,5.0,5.0,0,21.0,Sciences,Caucasian,Eastern US,0
3626,1,25.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,6.0,5.0,6.0,6.0,3.0,3.0,4.0,4.0,0,33.0,Education and social work,Caucasian,Eastern US,0
3627,1,25.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,8.0,8.0,8.0,9.0,6.0,6.0,8.0,5.0,0,28.0,Sciences,Caucasian,Multi,1
3628,1,25.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,5.0,6.0,5.0,4.0,4.0,3.0,3.0,2.0,0,29.0,Education and social work,Asian,Asia,0
3629,1,25.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,6.0,6.0,5.0,3.0,4.0,2.0,2.0,2.0,0,22.0,Multi,Asian,Asia,0
3630,1,25.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,7.0,7.0,7.0,6.0,6.0,4.0,6.0,3.0,0,27.0,Education and social work,Asian,Mid US,1
3631,1,30.0,"Business, law, politics and intl. affairs",Caucasian,Europe,8.0,7.0,9.0,7.0,7.0,7.0,8.0,7.0,0,30.0,Education and social work,Asian,Eastern US,1
3632,1,30.0,"Business, law, politics and intl. affairs",Caucasian,Europe,4.0,7.0,7.0,4.0,7.0,4.0,5.0,6.0,0,30.0,Education and social work,Caucasian,Western US,0
3633,1,30.0,"Business, law, politics and intl. affairs",Caucasian,Europe,5.0,10.0,9.0,9.0,9.0,6.0,7.0,7.0,0,28.0,Education and social work,Caucasian,Eastern US,1
3634,1,30.0,"Business, law, politics and intl. affairs",Caucasian,Europe,8.0,4.0,6.0,4.0,6.0,4.0,5.0,5.0,0,21.0,Education and social work,Caucasian,Mid US,0
3635,1,30.0,"Business, law, politics and intl. affairs",Caucasian,Europe,4.0,8.0,7.0,4.0,6.0,2.0,4.0,7.0,0,22.0,Arts and humanities,Caucasian,Eastern US,0
3636,1,30.0,"Business, law, politics and intl. affairs",Caucasian,Europe,5.0,8.0,8.0,7.0,6.0,4.0,6.0,8.0,0,24.0,Education and social work,Asian,Eastern US,0
3637,1,30.0,"Business, law, politics and intl. affairs",Caucasian,Europe,4.0,7.0,8.0,5.0,6.0,5.0,6.0,6.0,0,35.0,Multi,Caucasian,Eastern US,0
3638,1,30.0,"Business, law, politics and intl. affairs",Caucasian,Europe,4.0,7.0,8.0,6.0,7.0,4.0,5.0,7.0,0,21.0,Sciences,Caucasian,Eastern US,0
3639,1,30.0,"Business, law, politics and intl. affairs",Caucasian,Europe,7.0,7.0,9.0,8.0,7.0,9.0,7.0,7.0,0,33.0,Education and social work,Caucasian,Eastern US,1
3640,1,30.0,"Business, law, politics and intl. affairs",Caucasian,Europe,8.0,6.0,8.0,8.0,8.0,7.0,8.0,6.0,0,28.0,Sciences,Caucasian,Multi,1
3641,1,30.0,"Business, law, politics and intl. affairs",Caucasian,Europe,8.0,9.0,9.0,8.0,5.0,5.0,7.0,9.0,0,29.0,Education and social work,Asian,Asia,1
3642,1,30.0,"Business, law, politics and intl. affairs",Caucasian,Europe,7.0,10.0,7.0,6.0,4.0,5.0,6.0,7.0,0,22.0,Multi,Asian,Asia,0
3643,1,30.0,"Business, law, politics and intl. affairs",Caucasian,Europe,7.0,7.0,7.0,6.0,8.0,9.0,7.0,7.0,0,27.0,Education and social work,Asian,Mid US,1
3644,1,29.0,"Business, law, politics and intl. affairs",Other,Canada,6.0,7.0,7.0,6.0,5.0,5.0,6.0,3.0,0,30.0,Education and social work,Asian,Eastern US,1
3645,1,29.0,"Business, law, politics and intl. affairs",Other,Canada,6.0,6.0,6.0,6.0,4.0,7.0,7.0,1.0,0,30.0,Education and social work,Caucasian,Western US,0
3646,1,29.0,"Business, law, politics and intl. affairs",Other,Canada,4.0,5.0,7.0,5.0,5.0,6.0,8.0,1.0,0,28.0,Education and social work,Caucasian,Eastern US,1
3647,1,29.0,"Business, law, politics and intl. affairs",Other,Canada,7.0,7.0,6.0,6.0,7.0,5.0,8.0,1.0,0,21.0,Education and social work,Caucasian,Mid US,1
3648,1,29.0,"Business, law, politics and intl. affairs",Other,Canada,5.0,6.0,7.0,6.0,6.0,5.0,6.0,1.0,0,22.0,Arts and humanities,Caucasian,Eastern US,1
3649,1,29.0,"Business, law, politics and intl. affairs",Other,Canada,4.0,7.0,8.0,7.0,4.0,5.0,5.0,1.0,0,24.0,Education and social work,Asian,Eastern US,1
3650,1,29.0,"Business, law, politics and intl. affairs",Other,Canada,7.0,7.0,7.0,6.0,5.0,5.0,7.0,1.0,0,35.0,Multi,Caucasian,Eastern US,1
3651,1,29.0,"Business, law, politics and intl. affairs",Other,Canada,7.0,7.0,7.0,6.0,7.0,6.0,7.0,1.0,0,34.0,Education and social work,Caucasian,Western US,0
3652,1,29.0,"Business, law, politics and intl. affairs",Other,Canada,4.0,3.0,5.0,4.0,6.0,4.0,5.0,1.0,0,21.0,Sciences,Caucasian,Eastern US,0
3653,1,29.0,"Business, law, politics and intl. affairs",Other,Canada,6.0,4.0,5.0,5.0,5.0,5.0,6.0,1.0,0,33.0,Education and social work,Caucasian,Eastern US,1
3654,1,29.0,"Business, law, politics and intl. affairs",Other,Canada,5.0,6.0,5.0,6.0,6.0,3.0,5.0,1.0,0,28.0,Sciences,Caucasian,Multi,0
3655,1,29.0,"Business, law, politics and intl. affairs",Other,Canada,5.0,6.0,5.0,6.0,5.0,4.0,5.0,2.0,0,29.0,Education and social work,Asian,Asia,0
3656,1,29.0,"Business, law, politics and intl. affairs",Other,Canada,6.0,6.0,7.0,6.0,5.0,3.0,6.0,2.0,0,27.0,Education and social work,Asian,Mid US,0
3657,1,26.0,Education and social work,Caucasian,Eastern US,10.0,9.0,9.0,8.0,7.0,8.0,8.0,7.0,0,30.0,Education and social work,Asian,Eastern US,1
3658,1,26.0,Education and social work,Caucasian,Eastern US,6.0,9.0,7.0,6.0,6.0,7.0,6.0,6.0,0,30.0,Education and social work,Caucasian,Western US,0
3659,1,26.0,Education and social work,Caucasian,Eastern US,6.0,9.0,7.0,6.0,6.0,8.0,8.0,7.0,0,28.0,Education and social work,Caucasian,Eastern US,1
3660,1,26.0,Education and social work,Caucasian,Eastern US,9.0,9.0,7.0,8.0,9.0,8.0,9.0,9.0,0,21.0,Education and social work,Caucasian,Mid US,1
3661,1,26.0,Education and social work,Caucasian,Eastern US,7.0,9.0,8.0,10.0,9.0,9.0,8.0,8.0,0,24.0,Education and social work,Asian,Eastern US,1
3662,1,26.0,Education and social work,Caucasian,Eastern US,6.0,8.0,9.0,8.0,9.0,8.0,7.0,7.0,0,35.0,Multi,Caucasian,Eastern US,1
3663,1,26.0,Education and social work,Caucasian,Eastern US,5.0,6.0,7.0,8.0,9.0,10.0,6.0,5.0,0,34.0,Education and social work,Caucasian,Western US,0
3664,1,26.0,Education and social work,Caucasian,Eastern US,7.0,8.0,7.0,6.0,8.0,5.0,6.0,5.0,0,21.0,Sciences,Caucasian,Eastern US,0
3665,1,26.0,Education and social work,Caucasian,Eastern US,9.0,7.0,8.0,9.0,8.0,10.0,8.0,5.0,0,33.0,Education and social work,Caucasian,Eastern US,1
3666,1,26.0,Education and social work,Caucasian,Eastern US,6.0,6.0,6.0,9.0,8.0,8.0,7.0,7.0,0,28.0,Sciences,Caucasian,Multi,0
3667,1,26.0,Education and social work,Caucasian,Eastern US,6.0,8.0,6.0,5.0,8.0,6.0,7.0,7.0,0,29.0,Education and social work,Asian,Asia,0
3668,1,26.0,Education and social work,Caucasian,Eastern US,8.0,6.0,7.0,6.0,5.0,5.0,7.0,7.0,0,22.0,Multi,Asian,Asia,0
3669,1,26.0,Education and social work,Caucasian,Eastern US,9.0,9.0,7.0,7.0,5.0,6.0,8.0,6.0,0,27.0,Education and social work,Asian,Mid US,1
3670,1,29.0,"Business, law, politics and intl. affairs",Caucasian,Multi,7.0,7.0,7.0,7.0,5.0,5.0,6.0,5.0,0,30.0,Education and social work,Asian,Eastern US,0
3671,1,29.0,"Business, law, politics and intl. affairs",Caucasian,Multi,4.0,5.0,6.0,5.0,6.0,4.0,4.0,5.0,0,30.0,Education and social work,Caucasian,Western US,0
3672,1,29.0,"Business, law, politics and intl. affairs",Caucasian,Multi,4.0,7.0,7.0,6.0,7.0,6.0,5.0,5.0,0,28.0,Education and social work,Caucasian,Eastern US,0
3673,1,29.0,"Business, law, politics and intl. affairs",Caucasian,Multi,6.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,0,21.0,Education and social work,Caucasian,Mid US,0
3674,1,29.0,"Business, law, politics and intl. affairs",Caucasian,Multi,4.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,0,22.0,Arts and humanities,Caucasian,Eastern US,0
3675,1,29.0,"Business, law, politics and intl. affairs",Caucasian,Multi,6.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,0,24.0,Education and social work,Asian,Eastern US,0
3676,1,29.0,"Business, law, politics and intl. affairs",Caucasian,Multi,4.0,7.0,7.0,5.0,5.0,5.0,4.0,5.0,0,35.0,Multi,Caucasian,Eastern US,0
3677,1,29.0,"Business, law, politics and intl. affairs",Caucasian,Multi,6.0,7.0,8.0,7.0,5.0,5.0,7.0,5.0,0,34.0,Education and social work,Caucasian,Western US,0
3678,1,29.0,"Business, law, politics and intl. affairs",Caucasian,Multi,6.0,6.0,7.0,8.0,7.0,7.0,6.0,5.0,0,21.0,Sciences,Caucasian,Eastern US,0
3679,1,29.0,"Business, law, politics and intl. affairs",Caucasian,Multi,5.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,0,33.0,Education and social work,Caucasian,Eastern US,0
3680,1,29.0,"Business, law, politics and intl. affairs",Caucasian,Multi,4.0,7.0,6.0,6.0,5.0,5.0,4.0,5.0,0,28.0,Sciences,Caucasian,Multi,0
3681,1,29.0,"Business, law, politics and intl. affairs",Caucasian,Multi,4.0,8.0,7.0,6.0,5.0,5.0,5.0,5.0,0,29.0,Education and social work,Asian,Asia,0
3682,1,29.0,"Business, law, politics and intl. affairs",Caucasian,Multi,4.0,8.0,7.0,7.0,5.0,6.0,6.0,5.0,0,22.0,Multi,Asian,Asia,0
3683,1,29.0,"Business, law, politics and intl. affairs",Caucasian,Multi,6.0,8.0,7.0,8.0,7.0,7.0,7.0,5.0,0,27.0,Education and social work,Asian,Mid US,0
3684,0,25.0,Education and social work,Asian,Asia,6.0,7.0,8.0,8.0,6.0,6.0,6.0,7.0,0,30.0,Arts and humanities,Asian,Asia,1
3685,0,25.0,Education and social work,Asian,Asia,8.0,7.0,8.0,7.0,6.0,6.0,7.0,5.0,0,23.0,"Business, law, politics and intl. affairs",Caucasian,Western US,1
3686,0,25.0,Education and social work,Asian,Asia,8.0,7.0,8.0,7.0,7.0,6.0,7.0,5.0,0,29.0,"Business, law, politics and intl. affairs",Asian,Multi,1
3687,0,25.0,Education and social work,Asian,Asia,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,0,25.0,Sciences,Latino,Mid US,0
3688,0,25.0,Education and social work,Asian,Asia,6.0,8.0,7.0,7.0,6.0,8.0,6.0,5.0,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Mid US,0
3689,0,25.0,Education and social work,Asian,Asia,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,0,27.0,"Business, law, politics and intl. affairs",Other,Asia,0
3690,0,23.0,Education and social work,Caucasian,Eastern US,1.0,10.0,10.0,6.0,5.0,1.0,3.0,5.0,0,30.0,Arts and humanities,Asian,Asia,1
3691,0,23.0,Education and social work,Caucasian,Eastern US,3.0,6.0,7.0,7.0,6.0,3.0,7.0,4.0,0,23.0,"Business, law, politics and intl. affairs",Caucasian,Western US,1
3692,0,23.0,Education and social work,Caucasian,Eastern US,2.0,6.0,8.0,9.0,5.0,2.0,7.0,3.0,0,29.0,"Business, law, politics and intl. affairs",Asian,Multi,1
3693,0,23.0,Education and social work,Caucasian,Eastern US,1.0,7.0,10.0,6.0,10.0,1.0,1.0,6.0,0,24.0,Sciences,Caucasian,Mid US,1
3694,0,23.0,Education and social work,Caucasian,Eastern US,3.0,7.0,8.0,9.0,6.0,2.0,2.0,8.0,0,25.0,Sciences,Latino,Mid US,1
3695,0,23.0,Education and social work,Caucasian,Eastern US,1.0,7.0,9.0,7.0,6.0,1.0,3.0,6.0,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Mid US,1
3696,0,23.0,Education and social work,Caucasian,Eastern US,1.0,7.0,9.0,2.0,5.0,2.0,2.0,4.0,0,27.0,"Business, law, politics and intl. affairs",Other,Asia,1
3697,0,30.0,Education and social work,Latino,Eastern US,5.0,7.0,8.0,7.0,7.0,5.0,5.0,5.0,0,30.0,Arts and humanities,Asian,Asia,1
3698,0,30.0,Education and social work,Latino,Eastern US,7.0,7.0,7.0,7.0,5.0,5.0,7.0,5.0,0,23.0,"Business, law, politics and intl. affairs",Caucasian,Western US,1
3699,0,30.0,Education and social work,Latino,Eastern US,7.0,6.0,7.0,8.0,6.0,5.0,6.0,5.0,0,29.0,"Business, law, politics and intl. affairs",Asian,Multi,1
3700,0,30.0,Education and social work,Latino,Eastern US,8.0,7.0,8.0,5.0,7.0,5.0,8.0,5.0,0,24.0,Sciences,Caucasian,Mid US,1
3701,0,30.0,Education and social work,Latino,Eastern US,6.0,7.0,6.0,8.0,5.0,5.0,5.0,4.0,0,25.0,Sciences,Latino,Mid US,1
3702,0,30.0,Education and social work,Latino,Eastern US,6.0,8.0,8.0,7.0,7.0,7.0,5.0,5.0,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Mid US,1
3703,0,30.0,Education and social work,Latino,Eastern US,5.0,5.0,7.0,5.0,7.0,5.0,4.0,4.0,0,27.0,"Business, law, politics and intl. affairs",Other,Asia,1
3704,0,36.0,Education and social work,African American,Eastern US,8.0,10.0,9.0,10.0,7.0,6.0,8.0,8.0,0,29.0,"Business, law, politics and intl. affairs",Asian,Multi,1
3705,0,36.0,Education and social work,African American,Eastern US,7.0,10.0,10.0,6.0,10.0,6.0,7.0,6.0,0,24.0,Sciences,Caucasian,Mid US,1
3706,0,36.0,Education and social work,African American,Eastern US,8.0,10.0,9.0,10.0,9.0,7.0,8.0,8.0,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Mid US,1
3707,0,30.0,Education and social work,Caucasian,Eastern US,6.0,8.0,8.0,10.0,8.0,6.0,8.0,4.0,0,30.0,Arts and humanities,Asian,Asia,0
3708,0,30.0,Education and social work,Caucasian,Eastern US,8.0,8.0,8.0,8.0,6.0,8.0,9.0,7.0,0,23.0,"Business, law, politics and intl. affairs",Caucasian,Western US,1
3709,0,30.0,Education and social work,Caucasian,Eastern US,8.0,6.0,8.0,8.0,8.0,5.0,8.0,5.0,0,29.0,"Business, law, politics and intl. affairs",Asian,Multi,0
3710,0,30.0,Education and social work,Caucasian,Eastern US,8.0,7.0,8.0,8.0,8.0,8.0,6.0,7.0,0,24.0,Sciences,Caucasian,Mid US,1
3711,0,30.0,Education and social work,Caucasian,Eastern US,6.0,8.0,8.0,8.0,7.0,8.0,10.0,6.0,0,25.0,Sciences,Latino,Mid US,0
3712,0,30.0,Education and social work,Caucasian,Eastern US,7.0,9.0,8.0,8.0,7.0,6.0,10.0,7.0,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Mid US,0
3713,0,30.0,Education and social work,Caucasian,Eastern US,5.0,7.0,7.0,5.0,10.0,5.0,5.0,5.0,0,27.0,"Business, law, politics and intl. affairs",Other,Asia,0
3714,0,29.0,Education and social work,Caucasian,Eastern US,6.0,7.0,8.0,6.0,8.0,6.0,7.0,5.0,0,24.0,Sciences,Caucasian,Mid US,1
3715,0,29.0,Education and social work,Caucasian,Eastern US,7.0,7.0,9.0,6.0,7.0,6.0,8.0,6.0,0,25.0,Sciences,Latino,Mid US,1
